Timestamp,Name,Value
6.752476,"Swerve/Yaw",0.03570556640625
6.758291,"Swerve/Roll",-0.263671875
6.762315,"Swerve/Pitch",-1.58203125
7.237664,"Swerve/Yaw",0.0494384765625
7.237702,"Swerve/Roll",-0.263671875
7.237726,"Swerve/Pitch",-1.5380859375
7.240155,"Swerve/Yaw",0.0494384765625
7.240181,"Swerve/Roll",-0.263671875
7.240202,"Swerve/Pitch",-1.5380859375
7.24232,"Swerve/Yaw",0.0494384765625
7.242347,"Swerve/Roll",-0.263671875
7.242368,"Swerve/Pitch",-1.5380859375
7.244924,"Swerve/Yaw",0.0494384765625
7.244949,"Swerve/Roll",-0.263671875
7.244969,"Swerve/Pitch",-1.5380859375
7.255818,"Swerve/Yaw",0.0494384765625
7.255857,"Swerve/Roll",-0.3076171875
7.255881,"Swerve/Pitch",-1.5380859375
7.257953,"Swerve/Yaw",0.0494384765625
7.257977,"Swerve/Roll",-0.3076171875
7.257998,"Swerve/Pitch",-1.5380859375
7.259978,"Swerve/Yaw",0.0494384765625
7.260002,"Swerve/Roll",-0.3076171875
7.260023,"Swerve/Pitch",-1.5380859375
7.266555,"Swerve/Yaw",0.0494384765625
7.266584,"Swerve/Roll",-0.3076171875
7.266606,"Swerve/Pitch",-1.5380859375
7.268674,"Swerve/Yaw",0.0494384765625
7.268699,"Swerve/Roll",-0.3076171875
7.268719,"Swerve/Pitch",-1.5380859375
7.270643,"Swerve/Yaw",0.0494384765625
7.270667,"Swerve/Roll",-0.3076171875
7.270687,"Swerve/Pitch",-1.5380859375
7.274237,"Swerve/Yaw",0.0494384765625
7.274262,"Swerve/Roll",-0.3076171875
7.274283,"Swerve/Pitch",-1.5380859375
7.276606,"Swerve/Yaw",0.0494384765625
7.276636,"Swerve/Roll",-0.3076171875
7.276659,"Swerve/Pitch",-1.5380859375
7.288502,"Swerve/Yaw",0.0494384765625
7.28853,"Swerve/Roll",-0.3076171875
7.288551,"Swerve/Pitch",-1.5380859375
7.292841,"Swerve/Yaw",0.0494384765625
7.292878,"Swerve/Roll",-0.3076171875
7.292901,"Swerve/Pitch",-1.5380859375
7.296888,"Swerve/Yaw",0.0494384765625
7.297011,"Swerve/Roll",-0.3076171875
7.297033,"Swerve/Pitch",-1.5380859375
7.301567,"Swerve/Yaw",0.0494384765625
7.301596,"Swerve/Roll",-0.3076171875
7.301618,"Swerve/Pitch",-1.5380859375
7.305497,"Swerve/Yaw",0.0494384765625
7.305589,"Swerve/Roll",-0.3076171875
7.305613,"Swerve/Pitch",-1.5380859375
7.312707,"Swerve/Yaw",0.0494384765625
7.31274,"Swerve/Roll",-0.3076171875
7.312762,"Swerve/Pitch",-1.5380859375
7.317657,"Swerve/Yaw",0.0494384765625
7.317692,"Swerve/Roll",-0.3076171875
7.317714,"Swerve/Pitch",-1.5380859375
7.322039,"Swerve/Yaw",0.0494384765625
7.32207,"Swerve/Roll",-0.3076171875
7.322092,"Swerve/Pitch",-1.5380859375
7.326263,"Swerve/Yaw",0.0494384765625
7.326431,"Swerve/Roll",-0.3076171875
7.326578,"Swerve/Pitch",-1.5380859375
7.33299,"Swerve/Yaw",0.05218505859375
7.333022,"Swerve/Roll",-0.3076171875
7.333044,"Swerve/Pitch",-1.5380859375
7.337672,"Swerve/Yaw",0.05218505859375
7.337701,"Swerve/Roll",-0.3076171875
7.337723,"Swerve/Pitch",-1.5380859375
7.341936,"Swerve/Yaw",0.05218505859375
