Timestamp,Name,Value
2.308218,"test",<invalid>
2.774748,"test",<invalid>
2.780922,"test",<invalid>
2.783537,"test",<invalid>
2.785113,"test",<invalid>
2.786689,"test",<invalid>
2.788208,"test",<invalid>
2.789707,"test",<invalid>
2.79111,"test",<invalid>
2.792634,"test",<invalid>
2.794544,"test",<invalid>
2.796138,"test",<invalid>
2.799428,"test",<invalid>
2.801739,"test",<invalid>
2.803404,"test",<invalid>
2.804856,"test",<invalid>
2.806878,"test",<invalid>
2.808529,"test",<invalid>
2.810061,"test",<invalid>
2.811806,"test",<invalid>
2.813569,"test",<invalid>
2.815203,"test",<invalid>
2.816978,"test",<invalid>
2.819789,"test",<invalid>
2.823073,"test",<invalid>
2.825055,"test",<invalid>
2.826635,"test",<invalid>
2.82825,"test",<invalid>
2.829967,"test",<invalid>
2.831798,"test",<invalid>
2.833513,"test",<invalid>
2.835342,"test",<invalid>
2.837036,"test",<invalid>
2.839494,"test",<invalid>
2.842019,"test",<invalid>
2.844482,"test",<invalid>
2.846351,"test",<invalid>
2.84799,"test",<invalid>
2.849489,"test",<invalid>
2.851432,"test",<invalid>
2.853081,"test",<invalid>
2.854915,"test",<invalid>
2.857843,"test",<invalid>
2.861749,"test",<invalid>
2.86352,"test",<invalid>
2.865387,"test",<invalid>
2.867252,"test",<invalid>
2.86884,"test",<invalid>
2.870494,"test",<invalid>
2.872341,"test",<invalid>
2.874058,"test",<invalid>
2.875888,"test",<invalid>
2.879225,"test",<invalid>
2.880856,"test",<invalid>
2.882517,"test",<invalid>
2.88432,"test",<invalid>
2.886168,"test",<invalid>
2.8879,"test",<invalid>
2.889517,"test",<invalid>
2.891146,"test",<invalid>
2.892641,"test",<invalid>
2.894422,"test",<invalid>
2.89607,"test",<invalid>
2.899262,"test",<invalid>
2.900973,"test",<invalid>
2.902448,"test",<invalid>
2.906946,"test",<invalid>
2.911085,"test",<invalid>
2.913019,"test",<invalid>
2.914472,"test",<invalid>
2.916159,"test",<invalid>
2.919078,"test",<invalid>
2.921075,"test",<invalid>
2.92383,"test",<invalid>
2.925438,"test",<invalid>
2.927522,"test",<invalid>
2.928976,"test",<invalid>
2.930433,"test",<invalid>
2.932069,"test",<invalid>
2.933684,"test",<invalid>
2.935216,"test",<invalid>
2.937397,"test",<invalid>
2.93973,"test",<invalid>
2.941548,"test",<invalid>
2.943386,"test",<invalid>
2.944985,"test",<invalid>
2.946601,"test",<invalid>
2.948621,"test",<invalid>
2.950114,"test",<invalid>
2.951987,"test",<invalid>
2.95361,"test",<invalid>
2.95525,"test",<invalid>
2.957355,"test",<invalid>
2.959861,"test",<invalid>
2.961773,"test",<invalid>
2.963363,"test",<invalid>
2.964897,"test",<invalid>
2.966409,"test",<invalid>
2.967924,"test",<invalid>
2.97006,"test",<invalid>
2.97184,"test",<invalid>
2.973488,"test",<invalid>
2.975043,"test",<invalid>
2.978737,"test",<invalid>
2.999363,"test",<invalid>
3.018963,"test",<invalid>
3.03916,"test",<invalid>
3.058966,"test",<invalid>
3.079045,"test",<invalid>
3.099013,"test",<invalid>
3.11987,"test",<invalid>
3.138825,"test",<invalid>
3.159127,"test",<invalid>
3.178884,"test",<invalid>
3.199396,"test",<invalid>
3.218917,"test",<invalid>
3.239148,"test",<invalid>
3.259616,"test",<invalid>
3.278809,"test",<invalid>
3.298891,"test",<invalid>
3.319067,"test",<invalid>
3.339078,"test",<invalid>
3.359214,"test",<invalid>
3.379063,"test",<invalid>
3.398965,"test",<invalid>
3.419015,"test",<invalid>
3.438853,"test",<invalid>
3.458994,"test",<invalid>
3.478833,"test",<invalid>
3.498912,"test",<invalid>
3.518825,"test",<invalid>
3.538844,"test",<invalid>
3.558981,"test",<invalid>
3.579114,"test",<invalid>
3.598836,"test",<invalid>
3.618862,"test",<invalid>
3.638938,"test",<invalid>
3.65916,"test",<invalid>
3.678983,"test",<invalid>
3.699127,"test",<invalid>
3.718946,"test",<invalid>
3.739015,"test",<invalid>
3.758901,"test",<invalid>
3.778884,"test",<invalid>
3.798947,"test",<invalid>
3.819028,"test",<invalid>
3.839684,"test",<invalid>
3.859019,"test",<invalid>
3.878853,"test",<invalid>
3.899397,"test",<invalid>
3.920231,"test",<invalid>
3.938913,"test",<invalid>
3.959796,"test",<invalid>
3.979372,"test",<invalid>
3.99894,"test",<invalid>
4.019729,"test",<invalid>
4.039296,"test",<invalid>
4.059307,"test",<invalid>
4.079213,"test",<invalid>
4.099848,"test",<invalid>
4.119522,"test",<invalid>
4.14032,"test",<invalid>
4.159447,"test",<invalid>
4.179324,"test",<invalid>
4.199026,"test",<invalid>
4.219146,"test",<invalid>
4.239506,"test",<invalid>
4.259793,"test",<invalid>
4.279196,"test",<invalid>
4.300113,"test",<invalid>
4.319528,"test",<invalid>
4.339004,"test",<invalid>
4.359392,"test",<invalid>
4.379019,"test",<invalid>
4.398813,"test",<invalid>
4.419171,"test",<invalid>
4.439314,"test",<invalid>
4.459247,"test",<invalid>
4.479316,"test",<invalid>
4.499236,"test",<invalid>
4.520162,"test",<invalid>
4.539409,"test",<invalid>
4.559377,"test",<invalid>
4.579219,"test",<invalid>
4.599268,"test",<invalid>
4.619424,"test",<invalid>
4.638943,"test",<invalid>
4.659195,"test",<invalid>
4.679043,"test",<invalid>
4.698965,"test",<invalid>
4.719415,"test",<invalid>
4.739295,"test",<invalid>
4.758949,"test",<invalid>
4.779146,"test",<invalid>
4.8001,"test",<invalid>
4.819659,"test",<invalid>
4.839481,"test",<invalid>
4.859565,"test",<invalid>
4.879094,"test",<invalid>
4.898936,"test",<invalid>
4.919172,"test",<invalid>
4.939214,"test",<invalid>
4.958905,"test",<invalid>
4.979588,"test",<invalid>
4.998813,"test",<invalid>
5.019782,"test",<invalid>
5.039374,"test",<invalid>
5.059415,"test",<invalid>
5.079468,"test",<invalid>
5.099837,"test",<invalid>
5.119369,"test",<invalid>
5.139717,"test",<invalid>
5.159488,"test",<invalid>
5.179368,"test",<invalid>
5.202577,"test",<invalid>
5.218985,"test",<invalid>
5.239303,"test",<invalid>
5.259599,"test",<invalid>
5.279787,"test",<invalid>
5.299876,"test",<invalid>
5.319648,"test",<invalid>
5.339355,"test",<invalid>
5.359019,"test",<invalid>
5.378907,"test",<invalid>
5.399211,"test",<invalid>
5.419351,"test",<invalid>
5.439563,"test",<invalid>
5.459669,"test",<invalid>
5.479356,"test",<invalid>
5.499061,"test",<invalid>
5.51894,"test",<invalid>
5.53953,"test",<invalid>
5.560414,"test",<invalid>
5.579434,"test",<invalid>
5.599549,"test",<invalid>
5.619718,"test",<invalid>
5.639297,"test",<invalid>
5.659445,"test",<invalid>
5.678912,"test",<invalid>
5.700209,"test",<invalid>
5.719887,"test",<invalid>
5.739862,"test",<invalid>
5.758801,"test",<invalid>
5.779008,"test",<invalid>
5.798909,"test",<invalid>
5.819022,"test",<invalid>
5.8389,"test",<invalid>
5.859042,"test",<invalid>
5.879047,"test",<invalid>
5.89903,"test",<invalid>
5.920262,"test",<invalid>
5.938829,"test",<invalid>
5.958881,"test",<invalid>
5.978967,"test",<invalid>
5.999056,"test",<invalid>
6.018852,"test",<invalid>
6.038782,"test",<invalid>
6.058807,"test",<invalid>
6.078807,"test",<invalid>
6.09919,"test",<invalid>
6.119666,"test",<invalid>
6.139026,"test",<invalid>
6.159594,"test",<invalid>
6.179824,"test",<invalid>
6.19895,"test",<invalid>
6.21925,"test",<invalid>
6.239271,"test",<invalid>
6.260076,"test",<invalid>
6.279364,"test",<invalid>
6.299312,"test",<invalid>
6.319764,"test",<invalid>
6.339392,"test",<invalid>
6.359484,"test",<invalid>
6.378941,"test",<invalid>
6.399491,"test",<invalid>
6.419638,"test",<invalid>
6.439548,"test",<invalid>
6.459603,"test",<invalid>
6.479472,"test",<invalid>
6.49879,"test",<invalid>
6.519419,"test",<invalid>
6.539748,"test",<invalid>
6.559017,"test",<invalid>
6.579094,"test",<invalid>
6.598933,"test",<invalid>
6.618945,"test",<invalid>
6.639039,"test",<invalid>
6.658841,"test",<invalid>
6.679572,"test",<invalid>
6.699662,"test",<invalid>
6.719479,"test",<invalid>
6.739197,"test",<invalid>
6.759341,"test",<invalid>
6.779202,"test",<invalid>
6.799156,"test",<invalid>
6.819407,"test",<invalid>
6.83982,"test",<invalid>
6.858934,"test",<invalid>
6.87938,"test",<invalid>
6.898945,"test",<invalid>
6.91938,"test",<invalid>
6.939314,"test",<invalid>
6.959427,"test",<invalid>
6.979363,"test",<invalid>
6.999023,"test",<invalid>
7.019453,"test",<invalid>
7.039104,"test",<invalid>
7.059302,"test",<invalid>
7.079052,"test",<invalid>
7.099096,"test",<invalid>
7.119482,"test",<invalid>
7.139102,"test",<invalid>
7.159449,"test",<invalid>
7.179964,"test",<invalid>
7.200002,"test",<invalid>
7.219274,"test",<invalid>
7.239136,"test",<invalid>
7.259114,"test",<invalid>
7.279844,"test",<invalid>
7.299052,"test",<invalid>
7.320023,"test",<invalid>
7.339451,"test",<invalid>
7.359093,"test",<invalid>
7.379605,"test",<invalid>
7.399708,"test",<invalid>
7.41925,"test",<invalid>
7.439241,"test",<invalid>
7.459032,"test",<invalid>
7.480075,"test",<invalid>
7.498768,"test",<invalid>
7.519562,"test",<invalid>
7.539393,"test",<invalid>
7.559763,"test",<invalid>
7.580684,"test",<invalid>
7.599312,"test",<invalid>
7.619512,"test",<invalid>
7.640009,"test",<invalid>
7.658862,"test",<invalid>
7.678893,"test",<invalid>
7.699563,"test",<invalid>
7.720761,"test",<invalid>
7.73972,"test",<invalid>
7.759674,"test",<invalid>
7.779817,"test",<invalid>
7.79959,"test",<invalid>
7.818861,"test",<invalid>
7.83887,"test",<invalid>
7.860098,"test",<invalid>
7.879627,"test",<invalid>
7.898956,"test",<invalid>
7.918871,"test",<invalid>
7.938951,"test",<invalid>
7.958867,"test",<invalid>
7.978837,"test",<invalid>
7.998789,"test",<invalid>
8.019003,"test",<invalid>
8.038886,"test",<invalid>
8.059064,"test",<invalid>
8.079162,"test",<invalid>
8.099151,"test",<invalid>
8.119452,"test",<invalid>
8.139527,"test",<invalid>
8.159448,"test",<invalid>
8.178822,"test",<invalid>
8.198916,"test",<invalid>
8.21936,"test",<invalid>
8.238993,"test",<invalid>
8.258745,"test",<invalid>
8.278769,"test",<invalid>
8.298804,"test",<invalid>
8.318837,"test",<invalid>
8.33933,"test",<invalid>
8.358834,"test",<invalid>
8.378824,"test",<invalid>
8.401048,"test",<invalid>
8.419101,"test",<invalid>
8.440485,"test",<invalid>
8.458847,"test",<invalid>
8.47878,"test",<invalid>
8.498887,"test",<invalid>
8.5188,"test",<invalid>
8.538837,"test",<invalid>
8.558728,"test",<invalid>
8.578807,"test",<invalid>
8.598929,"test",<invalid>
8.618894,"test",<invalid>
8.638905,"test",<invalid>
8.658716,"test",<invalid>
8.678859,"test",<invalid>
8.69873,"test",<invalid>
8.71924,"test",<invalid>
8.738821,"test",<invalid>
8.758936,"test",<invalid>
8.780163,"test",<invalid>
8.798856,"test",<invalid>
8.819398,"test",<invalid>
8.839183,"test",<invalid>
8.858841,"test",<invalid>
8.878745,"test",<invalid>
8.898924,"test",<invalid>
8.919483,"test",<invalid>
8.939063,"test",<invalid>
8.958787,"test",<invalid>
8.979028,"test",<invalid>
8.998817,"test",<invalid>
9.018859,"test",<invalid>
9.039398,"test",<invalid>
9.059472,"test",<invalid>
9.078815,"test",<invalid>
9.098977,"test",<invalid>
9.119458,"test",<invalid>
9.139297,"test",<invalid>
9.158804,"test",<invalid>
9.178922,"test",<invalid>
9.19902,"test",<invalid>
9.219423,"test",<invalid>
9.238825,"test",<invalid>
9.258813,"test",<invalid>
9.278947,"test",<invalid>
9.298839,"test",<invalid>
9.318816,"test",<invalid>
9.339265,"test",<invalid>
9.358882,"test",<invalid>
9.378837,"test",<invalid>
9.399057,"test",<invalid>
9.419247,"test",<invalid>
9.439125,"test",<invalid>
9.458852,"test",<invalid>
9.478776,"test",<invalid>
9.49896,"test",<invalid>
9.519437,"test",<invalid>
9.539461,"test",<invalid>
9.5596,"test",<invalid>
9.580112,"test",<invalid>
9.599012,"test",<invalid>
9.619505,"test",<invalid>
9.639482,"test",<invalid>
9.65906,"test",<invalid>
9.679198,"test",<invalid>
9.698792,"test",<invalid>
9.719632,"test",<invalid>
9.739432,"test",<invalid>
9.759212,"test",<invalid>
9.779277,"test",<invalid>
9.798782,"test",<invalid>
9.818972,"test",<invalid>
9.839611,"test",<invalid>
9.859163,"test",<invalid>
9.878738,"test",<invalid>
9.899033,"test",<invalid>
9.919795,"test",<invalid>
9.938901,"test",<invalid>
9.959975,"test",<invalid>
9.979601,"test",<invalid>
9.999116,"test",<invalid>
10.019272,"test",<invalid>
10.039373,"test",<invalid>
10.059575,"test",<invalid>
10.07898,"test",<invalid>
10.098883,"test",<invalid>
10.119044,"test",<invalid>
10.139202,"test",<invalid>
10.158824,"test",<invalid>
10.17889,"test",<invalid>
10.198853,"test",<invalid>
10.219177,"test",<invalid>
10.239529,"test",<invalid>
10.258995,"test",<invalid>
